DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,read_queue_size,graph(0)->data.size()
Tue.May.03.2022 12:35:22.892,13,-4.56667,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,580
Tue.May.03.2022 12:35:22.896,13,-4.62472,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,580
Tue.May.03.2022 12:35:22.899,13,-4.68226,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,580
Tue.May.03.2022 12:35:22.904,13,-4.73924,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,581
Tue.May.03.2022 12:35:22.908,13,-4.79577,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,581
Tue.May.03.2022 12:35:22.915,13,-4.85147,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,582
Tue.May.03.2022 12:35:22.918,13,-4.90646,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,582
Tue.May.03.2022 12:35:22.921,13,-4.96067,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,582
Tue.May.03.2022 12:35:22.927,13,-5.01422,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,583
Tue.May.03.2022 12:35:23.039,13,-5.01422,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,584
Tue.May.03.2022 12:35:23.043,13,-5.06674,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,584
Tue.May.03.2022 12:35:23.046,13,-5.11834,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,584
Tue.May.03.2022 12:35:23.048,13,-5.16897,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,584
Tue.May.03.2022 12:35:23.055,13,-5.2186,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,585
Tue.May.03.2022 12:35:23.059,13,-5.26718,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,585
Tue.May.03.2022 12:35:23.062,13,-5.31479,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,585
Tue.May.03.2022 12:35:23.067,13,-5.36126,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,586
Tue.May.03.2022 12:35:23.070,13,-5.40641,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,586
Tue.May.03.2022 12:35:23.074,13,-5.45036,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,586
Tue.May.03.2022 12:35:23.196,13,-5.49305,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,587
Tue.May.03.2022 12:35:23.200,13,-5.49305,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,587
Tue.May.03.2022 12:35:23.203,13,-5.53434,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,587
Tue.May.03.2022 12:35:23.208,13,-5.53434,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,588
Tue.May.03.2022 12:35:23.211,13,-5.57444,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,588
Tue.May.03.2022 12:35:23.215,13,-5.61319,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,588
Tue.May.03.2022 12:35:23.219,13,-5.65056,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,589
Tue.May.03.2022 12:35:23.224,13,-5.68654,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,589
Tue.May.03.2022 12:35:23.229,13,-5.72109,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,590
Tue.May.03.2022 12:35:23.232,13,-5.75494,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,590
Tue.May.03.2022 12:35:23.235,13,-5.78734,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,590
Tue.May.03.2022 12:35:23.241,13,-5.8181,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,591
Tue.May.03.2022 12:35:23.353,13,-5.84759,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,592
Tue.May.03.2022 12:35:23.358,13,-5.84759,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,592
Tue.May.03.2022 12:35:23.361,13,-5.87577,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,592
Tue.May.03.2022 12:35:23.366,13,-5.90227,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,593
Tue.May.03.2022 12:35:23.369,13,-5.92714,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,593
Tue.May.03.2022 12:35:23.373,13,-5.95031,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,593
Tue.May.03.2022 12:35:23.378,13,-5.97178,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,594
Tue.May.03.2022 12:35:23.381,13,-5.99147,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,594
Tue.May.03.2022 12:35:23.385,13,-6.00946,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,594
Tue.May.03.2022 12:35:23.390,13,-6.02574,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,595
Tue.May.03.2022 12:35:23.513,13,-6.04036,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,596
Tue.May.03.2022 12:35:23.517,13,-6.05327,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,596
Tue.May.03.2022 12:35:23.520,13,-6.05327,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,596
Tue.May.03.2022 12:35:23.525,13,-6.06446,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,597
Tue.May.03.2022 12:35:23.529,13,-6.06446,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,597
Tue.May.03.2022 12:35:23.532,13,-6.07379,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,597
Tue.May.03.2022 12:35:23.536,13,-6.08153,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,598
Tue.May.03.2022 12:35:23.540,13,-6.0877,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,598
Tue.May.03.2022 12:35:23.543,13,-6.09231,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,598
Tue.May.03.2022 12:35:23.548,13,-6.09539,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,599
Tue.May.03.2022 12:35:23.552,13,-6.09695,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,599
Tue.May.03.2022 12:35:23.664,13,-6.09703,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,600
Tue.May.03.2022 12:35:23.668,13,-6.09565,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,600
Tue.May.03.2022 12:35:23.671,13,-6.09283,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,600
Tue.May.03.2022 12:35:23.677,13,-6.09283,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,601
Tue.May.03.2022 12:35:23.680,13,-6.08861,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,601
Tue.May.03.2022 12:35:23.683,13,-6.08299,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,601
Tue.May.03.2022 12:35:23.688,13,-6.07603,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,602
Tue.May.03.2022 12:35:23.691,13,-6.06778,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,602
Tue.May.03.2022 12:35:23.696,13,-6.05829,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,602
Tue.May.03.2022 12:35:23.700,13,-6.04758,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,603
Tue.May.03.2022 12:35:23.703,13,-6.03564,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,603
Tue.May.03.2022 12:35:23.823,13,-6.02256,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,604
Tue.May.03.2022 12:35:23.827,13,-6.00838,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,604
Tue.May.03.2022 12:35:23.830,13,-5.99318,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,604
Tue.May.03.2022 12:35:23.835,13,-5.99318,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,605
Tue.May.03.2022 12:35:23.839,13,-5.97698,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,605
Tue.May.03.2022 12:35:23.842,13,-5.97698,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,605
Tue.May.03.2022 12:35:23.848,13,-5.95981,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,606
Tue.May.03.2022 12:35:23.851,13,-5.94172,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,606
Tue.May.03.2022 12:35:23.855,13,-5.92277,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,606
Tue.May.03.2022 12:35:23.860,13,-5.90295,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,607
Tue.May.03.2022 12:35:23.864,13,-5.88242,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,607
Tue.May.03.2022 12:35:23.972,13,-5.86118,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,608
Tue.May.03.2022 12:35:23.977,13,-5.83921,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,608
Tue.May.03.2022 12:35:23.980,13,-5.8167,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,608
Tue.May.03.2022 12:35:23.985,13,-5.7935,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,609
Tue.May.03.2022 12:35:23.988,13,-5.7935,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,609
Tue.May.03.2022 12:35:23.992,13,-5.76987,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,609
Tue.May.03.2022 12:35:23.997,13,-5.74572,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,610
Tue.May.03.2022 12:35:24.000,13,-5.72117,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,610
Tue.May.03.2022 12:35:24.004,13,-5.69636,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,610
Tue.May.03.2022 12:35:24.009,13,-5.67119,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,611
Tue.May.03.2022 12:35:24.012,13,-5.6458,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,611
Tue.May.03.2022 12:35:24.143,13,-5.62024,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,612
Tue.May.03.2022 12:35:24.147,13,-5.59456,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,612
Tue.May.03.2022 12:35:24.150,13,-5.56883,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,612
Tue.May.03.2022 12:35:24.155,13,-5.54302,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,613
Tue.May.03.2022 12:35:24.159,13,-5.54302,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,613
Tue.May.03.2022 12:35:24.162,13,-5.51741,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,613
Tue.May.03.2022 12:35:24.166,13,-5.51741,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,614
Tue.May.03.2022 12:35:24.170,13,-5.49183,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,614
Tue.May.03.2022 12:35:24.173,13,-5.46641,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,614
Tue.May.03.2022 12:35:24.179,13,-5.44128,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,615
Tue.May.03.2022 12:35:24.287,13,-5.41641,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,616
Tue.May.03.2022 12:35:24.291,13,-5.39179,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,616
Tue.May.03.2022 12:35:24.294,13,-5.3676,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,616
Tue.May.03.2022 12:35:24.299,13,-5.34383,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,617
Tue.May.03.2022 12:35:24.303,13,-5.32046,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,617
Tue.May.03.2022 12:35:24.306,13,-5.2976,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,617
Tue.May.03.2022 12:35:24.312,13,-5.2976,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,618
Tue.May.03.2022 12:35:24.315,13,-5.2753,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,618
Tue.May.03.2022 12:35:24.319,13,-5.25361,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,618
Tue.May.03.2022 12:35:24.324,13,-5.23262,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,619
Tue.May.03.2022 12:35:24.327,13,-5.21221,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,619
Tue.May.03.2022 12:35:24.331,13,-5.19237,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,440,nan,619
Tue.May.03.2022 12:35:24.445,13,-5.17333,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,620
Tue.May.03.2022 12:35:24.450,13,-5.15505,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,620
Tue.May.03.2022 12:35:24.453,13,-5.13728,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,620
Tue.May.03.2022 12:35:24.458,13,-5.12045,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,621
Tue.May.03.2022 12:35:24.461,13,-5.10464,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,621
Tue.May.03.2022 12:35:24.464,13,-5.10464,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,621
Tue.May.03.2022 12:35:24.469,13,-5.08996,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,622
Tue.May.03.2022 12:35:24.472,13,-5.08996,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,622
Tue.May.03.2022 12:35:24.479,13,-5.07615,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,623
Tue.May.03.2022 12:35:24.482,13,-5.06343,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,623
Tue.May.03.2022 12:35:24.604,13,-5.05183,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,624
Tue.May.03.2022 12:35:24.609,13,-5.04134,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,624
Tue.May.03.2022 12:35:24.613,13,-5.03196,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,624
Tue.May.03.2022 12:35:24.618,13,-5.0236,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,625
Tue.May.03.2022 12:35:24.621,13,-5.01648,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,625
Tue.May.03.2022 12:35:24.625,13,-5.01062,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,625
Tue.May.03.2022 12:35:24.630,13,-5.00603,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,626
Tue.May.03.2022 12:35:24.634,13,-5.00603,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,626
Tue.May.03.2022 12:35:24.637,13,-5.00273,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,626
Tue.May.03.2022 12:35:24.643,13,-5.00072,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,627
Tue.May.03.2022 12:35:24.646,13,-5,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,627
Tue.May.03.2022 12:35:24.761,13,-5.00058,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,628
Tue.May.03.2022 12:35:24.766,13,-5.00246,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,628
Tue.May.03.2022 12:35:24.769,13,-5.00562,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,628
Tue.May.03.2022 12:35:24.774,13,-5.01008,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,629
Tue.May.03.2022 12:35:24.778,13,-5.0158,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,629
Tue.May.03.2022 12:35:24.784,13,-5.02279,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,630
Tue.May.03.2022 12:35:24.787,13,-5.03102,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,630
Tue.May.03.2022 12:35:24.791,13,-5.03102,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,630
Tue.May.03.2022 12:35:24.797,13,-5.0403,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,631
Tue.May.03.2022 12:35:24.800,13,-5.0403,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,631
Tue.May.03.2022 12:35:24.803,13,-5.05065,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,631
Tue.May.03.2022 12:35:24.911,13,-5.06212,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,632
Tue.May.03.2022 12:35:24.915,13,-5.07469,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,632
Tue.May.03.2022 12:35:24.918,13,-5.08838,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,632
Tue.May.03.2022 12:35:24.923,13,-5.10307,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,633
Tue.May.03.2022 12:35:24.927,13,-5.11878,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,633
Tue.May.03.2022 12:35:24.930,13,-5.13551,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,633
Tue.May.03.2022 12:35:24.935,13,-5.15319,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,634
Tue.May.03.2022 12:35:24.938,13,-5.17143,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,634
Tue.May.03.2022 12:35:24.942,13,-5.17143,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,634
Tue.May.03.2022 12:35:24.947,13,-5.19039,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,635
Tue.May.03.2022 12:35:24.950,13,-5.21015,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,635
Tue.May.03.2022 12:35:25.071,13,-5.23055,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,636
Tue.May.03.2022 12:35:25.075,13,-5.25152,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,636
Tue.May.03.2022 12:35:25.079,13,-5.27316,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,636
Tue.May.03.2022 12:35:25.084,13,-5.29546,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,637
Tue.May.03.2022 12:35:25.087,13,-5.31833,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,637
Tue.May.03.2022 12:35:25.090,13,-5.34166,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,637
Tue.May.03.2022 12:35:25.096,13,-5.36546,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,638
Tue.May.03.2022 12:35:25.100,13,-5.38968,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,638
Tue.May.03.2022 12:35:25.103,13,-5.38968,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,638
Tue.May.03.2022 12:35:25.108,13,-5.41427,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,639
Tue.May.03.2022 12:35:25.112,13,-5.41427,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,639
Tue.May.03.2022 12:35:25.231,13,-5.43919,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,640
Tue.May.03.2022 12:35:25.235,13,-5.46437,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,640
Tue.May.03.2022 12:35:25.238,13,-5.48977,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,640
Tue.May.03.2022 12:35:25.244,13,-5.51534,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,641
Tue.May.03.2022 12:35:25.247,13,-5.54109,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,641
Tue.May.03.2022 12:35:25.250,13,-5.5669,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,641
Tue.May.03.2022 12:35:25.255,13,-5.59271,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,642
Tue.May.03.2022 12:35:25.258,13,-5.61846,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,642
Tue.May.03.2022 12:35:25.263,13,-5.6441,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,642
Tue.May.03.2022 12:35:25.378,13,-5.6441,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,643
Tue.May.03.2022 12:35:25.383,13,-5.66951,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,643
Tue.May.03.2022 12:35:25.389,13,-5.69476,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,644
Tue.May.03.2022 12:35:25.394,13,-5.71966,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,644
Tue.May.03.2022 12:35:25.400,13,-5.74423,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,645
Tue.May.03.2022 12:35:25.404,13,-5.76841,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,645
Tue.May.03.2022 12:35:25.408,13,-5.7922,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,645
Tue.May.03.2022 12:35:25.413,13,-5.81543,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,646
Tue.May.03.2022 12:35:25.417,13,-5.83816,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,646
Tue.May.03.2022 12:35:25.420,13,-5.86034,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,646
Tue.May.03.2022 12:35:25.426,13,-5.88179,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,647
Tue.May.03.2022 12:35:25.536,13,-5.88179,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,648
Tue.May.03.2022 12:35:25.539,13,-5.90257,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,648
Tue.May.03.2022 12:35:25.543,13,-5.90257,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,648
Tue.May.03.2022 12:35:25.548,13,-5.92257,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,649
Tue.May.03.2022 12:35:25.551,13,-5.94174,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,649
Tue.May.03.2022 12:35:25.554,13,-5.96002,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,649
Tue.May.03.2022 12:35:25.559,13,-5.97737,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,650
Tue.May.03.2022 12:35:25.563,13,-5.99369,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,650
Tue.May.03.2022 12:35:25.569,13,-6.00902,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,651
Tue.May.03.2022 12:35:25.573,13,-6.02327,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,651
Tue.May.03.2022 12:35:25.576,13,-6.0364,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,651
Tue.May.03.2022 12:35:25.695,13,-6.04835,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,652
Tue.May.03.2022 12:35:25.699,13,-6.04835,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,652
Tue.May.03.2022 12:35:25.702,13,-6.05904,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,652
Tue.May.03.2022 12:35:25.707,13,-6.06851,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,653
Tue.May.03.2022 12:35:25.711,13,-6.07672,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,653
Tue.May.03.2022 12:35:25.714,13,-6.0836,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,653
Tue.May.03.2022 12:35:25.719,13,-6.08912,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,654
Tue.May.03.2022 12:35:25.722,13,-6.09323,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,654
Tue.May.03.2022 12:35:25.725,13,-6.0959,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,654
Tue.May.03.2022 12:35:25.730,13,-6.09711,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,655
Tue.May.03.2022 12:35:25.848,13,-6.09682,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,656
Tue.May.03.2022 12:35:25.853,13,-6.09503,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,656
Tue.May.03.2022 12:35:25.856,13,-6.09503,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,656
Tue.May.03.2022 12:35:25.861,13,-6.09169,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,657
Tue.May.03.2022 12:35:25.865,13,-6.09169,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,657
Tue.May.03.2022 12:35:25.871,13,-6.08679,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,658
Tue.May.03.2022 12:35:25.874,13,-6.0803,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,658
Tue.May.03.2022 12:35:25.878,13,-6.07221,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,658
Tue.May.03.2022 12:35:25.884,13,-6.06248,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,659
Tue.May.03.2022 12:35:25.887,13,-6.0509,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,659
Tue.May.03.2022 12:35:25.891,13,-6.03758,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,659
Tue.May.03.2022 12:35:25.897,13,-6.02253,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,660
Tue.May.03.2022 12:35:26.005,13,-6.00576,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,661
Tue.May.03.2022 12:35:26.010,13,-5.98724,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,661
Tue.May.03.2022 12:35:26.014,13,-5.98724,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,661
