DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,read_queue_size,graph(0)->data.size()
Tue.May.03.2022 12:35:29.153,13,-3.30743,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,744
Tue.May.03.2022 12:35:29.159,13,-3.30743,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,745
Tue.May.03.2022 12:35:29.162,13,-3.26967,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,745
Tue.May.03.2022 12:35:29.166,13,-3.23115,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,745
Tue.May.03.2022 12:35:29.171,13,-3.19202,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,746
Tue.May.03.2022 12:35:29.174,13,-3.15235,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,746
Tue.May.03.2022 12:35:29.293,13,-3.11223,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,747
Tue.May.03.2022 12:35:29.298,13,-3.07172,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,747
Tue.May.03.2022 12:35:29.304,13,-3.031,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,748
Tue.May.03.2022 12:35:29.310,13,-2.99005,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,748
Tue.May.03.2022 12:35:29.317,13,-2.94893,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,749
Tue.May.03.2022 12:35:29.321,13,-2.90773,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,749
Tue.May.03.2022 12:35:29.327,13,-2.90773,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,750
Tue.May.03.2022 12:35:29.331,13,-2.86652,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,750
Tue.May.03.2022 12:35:29.333,13,-2.82537,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,750
Tue.May.03.2022 12:35:29.338,13,-2.78435,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,751
Tue.May.03.2022 12:35:29.343,13,-2.74355,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,751
Tue.May.03.2022 12:35:29.445,13,-2.70313,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,752
Tue.May.03.2022 12:35:29.448,13,-2.66296,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,752
Tue.May.03.2022 12:35:29.455,13,-2.62321,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,753
Tue.May.03.2022 12:35:29.460,13,-2.58396,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,753
Tue.May.03.2022 12:35:29.463,13,-2.54557,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,753
Tue.May.03.2022 12:35:29.469,13,-2.5076,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,754
Tue.May.03.2022 12:35:29.472,13,-2.5076,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,754
Tue.May.03.2022 12:35:29.475,13,-2.5076,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,754
Tue.May.03.2022 12:35:29.481,13,-2.47052,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,755
Tue.May.03.2022 12:35:29.485,13,-2.43409,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,755
Tue.May.03.2022 12:35:29.488,13,-2.39838,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,755
Tue.May.03.2022 12:35:29.599,13,-2.36354,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,756
Tue.May.03.2022 12:35:29.604,13,-2.32964,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,756
Tue.May.03.2022 12:35:29.610,13,-2.29673,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,757
Tue.May.03.2022 12:35:29.613,13,-2.26518,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,757
Tue.May.03.2022 12:35:29.616,13,-2.23486,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,757
Tue.May.03.2022 12:35:29.621,13,-2.20557,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,758
Tue.May.03.2022 12:35:29.625,13,-2.1775,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,758
Tue.May.03.2022 12:35:29.632,13,-2.1775,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,759
Tue.May.03.2022 12:35:29.636,13,-2.1507,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,759
Tue.May.03.2022 12:35:29.640,13,-2.12511,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,759
Tue.May.03.2022 12:35:29.759,13,-2.10079,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,760
Tue.May.03.2022 12:35:29.763,13,-2.07718,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,760
Tue.May.03.2022 12:35:29.769,13,-2.05426,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,761
Tue.May.03.2022 12:35:29.772,13,-2.03286,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,761
Tue.May.03.2022 12:35:29.775,13,-2.013,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,761
Tue.May.03.2022 12:35:29.781,13,-1.99438,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,762
Tue.May.03.2022 12:35:29.784,13,-1.97722,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,762
Tue.May.03.2022 12:35:29.787,13,-1.96182,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,762
Tue.May.03.2022 12:35:29.792,13,-1.96182,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,763
Tue.May.03.2022 12:35:29.796,13,-1.96182,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,763
Tue.May.03.2022 12:35:29.799,13,-1.94817,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,763
Tue.May.03.2022 12:35:29.804,13,-1.93622,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,764
Tue.May.03.2022 12:35:29.919,13,-1.92601,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,765
Tue.May.03.2022 12:35:29.924,13,-1.91754,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,765
Tue.May.03.2022 12:35:29.929,13,-1.91082,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,766
Tue.May.03.2022 12:35:29.933,13,-1.90583,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,766
Tue.May.03.2022 12:35:29.936,13,-1.90255,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,766
Tue.May.03.2022 12:35:29.941,13,-1.90096,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,767
Tue.May.03.2022 12:35:29.946,13,-1.90105,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,767
Tue.May.03.2022 12:35:29.953,13,-1.90278,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,768
Tue.May.03.2022 12:35:29.956,13,-1.90278,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,768
Tue.May.03.2022 12:35:29.960,13,-1.90606,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,768
Tue.May.03.2022 12:35:30.069,13,-1.91081,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,769
Tue.May.03.2022 12:35:30.073,13,-1.91701,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,769
Tue.May.03.2022 12:35:30.076,13,-1.92463,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,769
Tue.May.03.2022 12:35:30.082,13,-1.93363,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,770
Tue.May.03.2022 12:35:30.086,13,-1.94396,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,770
Tue.May.03.2022 12:35:30.089,13,-1.95558,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,770
Tue.May.03.2022 12:35:30.096,13,-1.96883,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,771
Tue.May.03.2022 12:35:30.100,13,-1.98333,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,771
Tue.May.03.2022 12:35:30.103,13,-1.99906,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,771
Tue.May.03.2022 12:35:30.109,13,-1.99906,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,772
Tue.May.03.2022 12:35:30.113,13,-1.99906,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,772
Tue.May.03.2022 12:35:30.118,13,-2.01587,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,773
Tue.May.03.2022 12:35:30.224,13,-2.03404,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,774
Tue.May.03.2022 12:35:30.229,13,-2.05322,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,774
Tue.May.03.2022 12:35:30.235,13,-2.07338,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,775
Tue.May.03.2022 12:35:30.238,13,-2.09434,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,775
Tue.May.03.2022 12:35:30.241,13,-2.11612,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,775
Tue.May.03.2022 12:35:30.247,13,-2.13852,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,776
Tue.May.03.2022 12:35:30.251,13,-2.16157,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,776
Tue.May.03.2022 12:35:30.257,13,-2.18512,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,777
Tue.May.03.2022 12:35:30.261,13,-2.20901,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,777
Tue.May.03.2022 12:35:30.383,13,-2.20901,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,778
Tue.May.03.2022 12:35:30.387,13,-2.23321,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,778
Tue.May.03.2022 12:35:30.391,13,-2.25767,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,778
Tue.May.03.2022 12:35:30.397,13,-2.28224,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,779
Tue.May.03.2022 12:35:30.401,13,-2.30683,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,779
Tue.May.03.2022 12:35:30.406,13,-2.33132,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,780
Tue.May.03.2022 12:35:30.410,13,-2.35563,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,780
Tue.May.03.2022 12:35:30.414,13,-2.37947,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,780
Tue.May.03.2022 12:35:30.420,13,-2.40303,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,781
Tue.May.03.2022 12:35:30.423,13,-2.42609,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,781
Tue.May.03.2022 12:35:30.540,13,-2.44856,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,782
Tue.May.03.2022 12:35:30.544,13,-2.44856,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,782
Tue.May.03.2022 12:35:30.548,13,-2.44856,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,782
Tue.May.03.2022 12:35:30.553,13,-2.47028,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,783
Tue.May.03.2022 12:35:30.557,13,-2.49125,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,783
Tue.May.03.2022 12:35:30.561,13,-2.51133,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,783
Tue.May.03.2022 12:35:30.567,13,-2.53036,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,784
Tue.May.03.2022 12:35:30.571,13,-2.54832,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,784
Tue.May.03.2022 12:35:30.577,13,-2.56471,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,785
Tue.May.03.2022 12:35:30.581,13,-2.57983,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,785
Tue.May.03.2022 12:35:30.585,13,-2.5937,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,785
Tue.May.03.2022 12:35:30.590,13,-2.60616,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,786
Tue.May.03.2022 12:35:30.699,13,-2.61717,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,787
Tue.May.03.2022 12:35:30.703,13,-2.61717,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,787
Tue.May.03.2022 12:35:30.707,13,-2.62666,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,787
Tue.May.03.2022 12:35:30.713,13,-2.63457,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,788
Tue.May.03.2022 12:35:30.717,13,-2.6408,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,788
Tue.May.03.2022 12:35:30.720,13,-2.64527,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,788
Tue.May.03.2022 12:35:30.726,13,-2.64796,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,789
Tue.May.03.2022 12:35:30.729,13,-2.6487,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,789
Tue.May.03.2022 12:35:30.736,13,-2.64717,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,790
Tue.May.03.2022 12:35:30.739,13,-2.64329,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,790
Tue.May.03.2022 12:35:30.848,13,-2.63703,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,791
Tue.May.03.2022 12:35:30.852,13,-2.62831,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,791
Tue.May.03.2022 12:35:30.855,13,-2.62831,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,791
Tue.May.03.2022 12:35:30.861,13,-2.62831,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,792
Tue.May.03.2022 12:35:30.865,13,-2.61711,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,792
Tue.May.03.2022 12:35:30.868,13,-2.6033,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,792
Tue.May.03.2022 12:35:30.873,13,-2.58686,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,793
Tue.May.03.2022 12:35:30.876,13,-2.56772,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,793
Tue.May.03.2022 12:35:30.881,13,-2.54572,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,793
Tue.May.03.2022 12:35:30.887,13,-2.52043,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,794
Tue.May.03.2022 12:35:30.891,13,-2.49217,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,794
Tue.May.03.2022 12:35:30.894,13,-2.45806,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,794
Tue.May.03.2022 12:35:31.007,13,-2.41732,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,795
Tue.May.03.2022 12:35:31.011,13,-2.37266,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,795
Tue.May.03.2022 12:35:31.014,13,-2.37266,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,795
Tue.May.03.2022 12:35:31.020,13,-2.32388,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,796
Tue.May.03.2022 12:35:31.023,13,-2.27095,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,796
Tue.May.03.2022 12:35:31.026,13,-2.21401,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,796
Tue.May.03.2022 12:35:31.032,13,-2.15298,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,797
Tue.May.03.2022 12:35:31.036,13,-2.08791,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,797
Tue.May.03.2022 12:35:31.039,13,-2.0217,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,323,nan,797
Tue.May.03.2022 12:35:31.167,13,-1.95253,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,798
Tue.May.03.2022 12:35:31.171,13,-1.87986,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,798
Tue.May.03.2022 12:35:31.174,13,-1.80391,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,798
Tue.May.03.2022 12:35:31.179,13,-1.72479,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,799
Tue.May.03.2022 12:35:31.183,13,-1.72479,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,799
Tue.May.03.2022 12:35:31.186,13,-1.72479,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,799
Tue.May.03.2022 12:35:31.191,13,-1.64278,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,800
Tue.May.03.2022 12:35:31.195,13,-1.5575,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,800
Tue.May.03.2022 12:35:31.199,13,-1.46959,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,800
Tue.May.03.2022 12:35:31.206,13,-1.36983,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,801
Tue.May.03.2022 12:35:31.210,13,-1.2512,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,801
Tue.May.03.2022 12:35:31.213,13,-1.12852,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,801
Tue.May.03.2022 12:35:31.327,13,-1.00285,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,802
Tue.May.03.2022 12:35:31.332,13,-0.874405,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,802
Tue.May.03.2022 12:35:31.335,13,-0.742948,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,802
Tue.May.03.2022 12:35:31.340,13,-0.609452,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,803
Tue.May.03.2022 12:35:31.345,13,-0.609452,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,803
Tue.May.03.2022 12:35:31.351,13,-0.474309,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,804
Tue.May.03.2022 12:35:31.354,13,-0.337323,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,804
Tue.May.03.2022 12:35:31.357,13,-0.199325,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,804
Tue.May.03.2022 12:35:31.363,13,-0.0607189,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,805
Tue.May.03.2022 12:35:31.367,13,0.0782829,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,805
Tue.May.03.2022 12:35:31.370,13,0.217254,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,805
Tue.May.03.2022 12:35:31.517,13,0.35452,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,806
Tue.May.03.2022 12:35:31.521,13,0.491761,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,806
Tue.May.03.2022 12:35:31.524,13,0.627505,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,806
Tue.May.03.2022 12:35:31.530,13,0.761321,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,807
Tue.May.03.2022 12:35:31.533,13,0.761321,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,807
Tue.May.03.2022 12:35:31.536,13,0.761321,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,807
Tue.May.03.2022 12:35:31.542,13,0.893027,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,808
Tue.May.03.2022 12:35:31.545,13,1.02146,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,808
Tue.May.03.2022 12:35:31.552,13,1.14703,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,809
Tue.May.03.2022 12:35:31.555,13,1.26973,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,809
Tue.May.03.2022 12:35:31.558,13,1.38811,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,809
