DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,read_queue_size,graph(0)->data.size()
Mon.May.02.2022 14:33:39.702,13,-2.09276,MCU is reading properly,253,-12,G,49.09 Hz,3.55 Hz,0,409,133
Mon.May.02.2022 14:33:39.702,13,-2.07315,MCU is reading properly,253,-12,G,49.11 Hz,3.55 Hz,0,409,133
Mon.May.02.2022 14:33:39.702,13,-2.05452,MCU is reading properly,253,-12,G,49.10 Hz,3.55 Hz,0,409,133
Mon.May.02.2022 14:33:39.702,13,-2.03697,MCU is reading properly,253,-12,G,68.66 Hz,3.55 Hz,0,409,133
Mon.May.02.2022 14:33:39.718,13,-2.02039,MCU is reading properly,253,-12,G,65.16 Hz,3.55 Hz,0,409,134
Mon.May.02.2022 14:33:39.718,13,-2.00489,MCU is reading properly,253,-12,G,65.76 Hz,3.55 Hz,0,409,134
Mon.May.02.2022 14:33:39.718,13,-1.99007,MCU is reading properly,253,-12,G,65.65 Hz,3.55 Hz,0,409,134
Mon.May.02.2022 14:33:39.734,13,-1.97637,MCU is reading properly,253,-12,G,65.67 Hz,3.55 Hz,0,409,135
Mon.May.02.2022 14:33:39.734,13,-1.9638,MCU is reading properly,253,-12,G,65.67 Hz,3.55 Hz,0,409,135
Mon.May.02.2022 14:33:39.850,13,-1.9524,MCU is reading properly,253,-12,G,65.67 Hz,3.55 Hz,0,362,136
Mon.May.02.2022 14:33:39.850,13,-1.94213,MCU is reading properly,253,-12,G,46.93 Hz,3.55 Hz,0,362,136
Mon.May.02.2022 14:33:39.850,13,-1.94213,MCU is reading properly,253,-12,G,48.64 Hz,3.55 Hz,0,362,136
Mon.May.02.2022 14:33:39.850,13,-1.933,MCU is reading properly,253,-12,G,48.48 Hz,3.55 Hz,0,362,136
Mon.May.02.2022 14:33:39.865,13,-1.92501,MCU is reading properly,253,-12,G,48.50 Hz,3.55 Hz,0,362,137
Mon.May.02.2022 14:33:39.865,13,-1.91819,MCU is reading properly,253,-12,G,68.96 Hz,3.55 Hz,0,362,137
Mon.May.02.2022 14:33:39.865,13,-1.91249,MCU is reading properly,253,-12,G,65.28 Hz,3.55 Hz,0,362,137
Mon.May.02.2022 14:33:39.865,13,-1.90792,MCU is reading properly,253,-12,G,65.91 Hz,3.55 Hz,0,362,137
Mon.May.02.2022 14:33:39.881,13,-1.90448,MCU is reading properly,253,-12,G,65.80 Hz,3.55 Hz,0,362,138
Mon.May.02.2022 14:33:39.881,13,-1.90218,MCU is reading properly,253,-12,G,65.82 Hz,3.55 Hz,0,362,138
Mon.May.02.2022 14:33:40.019,13,-1.90098,MCU is reading properly,253,-12,G,65.82 Hz,3.55 Hz,0,370,139
Mon.May.02.2022 14:33:40.019,13,-1.90098,MCU is reading properly,253,-12,G,45.63 Hz,3.55 Hz,0,370,139
Mon.May.02.2022 14:33:40.019,13,-1.90089,MCU is reading properly,253,-12,G,47.38 Hz,3.55 Hz,0,370,139
Mon.May.02.2022 14:33:40.019,13,-1.90189,MCU is reading properly,253,-12,G,47.22 Hz,3.55 Hz,0,370,139
Mon.May.02.2022 14:33:40.034,13,-1.90189,MCU is reading properly,253,-12,G,68.07 Hz,3.55 Hz,0,370,139
Mon.May.02.2022 14:33:40.034,13,-1.90396,MCU is reading properly,253,-12,G,64.42 Hz,3.55 Hz,0,370,140
Mon.May.02.2022 14:33:40.034,13,-1.907,MCU is reading properly,253,-12,G,65.03 Hz,3.55 Hz,0,370,140
Mon.May.02.2022 14:33:40.049,13,-1.91104,MCU is reading properly,253,-12,G,64.93 Hz,3.55 Hz,0,370,141
Mon.May.02.2022 14:33:40.053,13,-1.91606,MCU is reading properly,253,-12,G,64.94 Hz,3.55 Hz,0,370,141
Mon.May.02.2022 14:33:40.059,13,-1.92203,MCU is reading properly,253,-12,G,64.94 Hz,3.55 Hz,0,370,142
Mon.May.02.2022 14:33:40.062,13,-1.92893,MCU is reading properly,253,-12,G,64.94 Hz,3.55 Hz,0,370,142
Mon.May.02.2022 14:33:40.177,13,-1.93674,MCU is reading properly,253,-12,G,64.94 Hz,3.55 Hz,0,440,143
Mon.May.02.2022 14:33:40.182,13,-1.94543,MCU is reading properly,253,-12,G,46.21 Hz,3.55 Hz,0,440,143
Mon.May.02.2022 14:33:40.185,13,-1.95498,MCU is reading properly,253,-12,G,47.87 Hz,3.55 Hz,0,440,143
Mon.May.02.2022 14:33:40.192,13,-1.96559,MCU is reading properly,253,-12,G,47.72 Hz,3.55 Hz,0,440,144
Mon.May.02.2022 14:33:40.195,13,-1.96559,MCU is reading properly,253,-12,G,47.73 Hz,3.55 Hz,0,440,144
Mon.May.02.2022 14:33:40.195,13,-1.97706,MCU is reading properly,253,-12,G,67.25 Hz,3.55 Hz,0,440,144
Mon.May.02.2022 14:33:40.195,13,-1.98934,MCU is reading properly,253,-12,G,63.89 Hz,3.55 Hz,0,440,144
Mon.May.02.2022 14:33:40.203,13,-2.00239,MCU is reading properly,253,-12,G,64.45 Hz,3.55 Hz,0,440,145
Mon.May.02.2022 14:33:40.203,13,-2.01617,MCU is reading properly,253,-12,G,64.35 Hz,3.55 Hz,0,440,145
Mon.May.02.2022 14:33:40.203,13,-2.03068,MCU is reading properly,253,-12,G,64.37 Hz,3.55 Hz,0,440,145
Mon.May.02.2022 14:33:40.203,13,-2.04582,MCU is reading properly,253,-12,G,64.37 Hz,3.55 Hz,0,440,145
Mon.May.02.2022 14:33:40.219,13,-2.06161,MCU is reading properly,253,-12,G,64.37 Hz,3.55 Hz,0,440,146
Mon.May.02.2022 14:33:40.335,13,-2.07799,MCU is reading properly,253,-12,G,64.37 Hz,3.55 Hz,0,370,147
Mon.May.02.2022 14:33:40.343,13,-2.07799,MCU is reading properly,253,-12,G,45.84 Hz,3.55 Hz,0,370,147
Mon.May.02.2022 14:33:40.349,13,-2.09485,MCU is reading properly,253,-12,G,47.45 Hz,3.55 Hz,0,370,148
Mon.May.02.2022 14:33:40.353,13,-2.11225,MCU is reading properly,253,-12,G,69.35 Hz,3.55 Hz,0,370,148
Mon.May.02.2022 14:33:40.359,13,-2.11225,MCU is reading properly,253,-12,G,65.38 Hz,3.55 Hz,0,370,149
Mon.May.02.2022 14:33:40.363,13,-2.13004,MCU is reading properly,253,-12,G,66.07 Hz,3.55 Hz,0,370,149
Mon.May.02.2022 14:33:40.366,13,-2.14823,MCU is reading properly,253,-12,G,65.95 Hz,3.55 Hz,0,370,149
Mon.May.02.2022 14:33:40.373,13,-2.16683,MCU is reading properly,253,-12,G,65.97 Hz,3.55 Hz,0,370,150
Mon.May.02.2022 14:33:40.377,13,-2.18573,MCU is reading properly,253,-12,G,65.96 Hz,3.55 Hz,0,370,150
Mon.May.02.2022 14:33:40.385,13,-2.2049,MCU is reading properly,253,-12,G,65.96 Hz,3.55 Hz,0,370,151
Mon.May.02.2022 14:33:40.389,13,-2.22427,MCU is reading properly,253,-12,G,65.96 Hz,3.55 Hz,0,370,151
Mon.May.02.2022 14:33:40.496,13,-2.24379,MCU is reading properly,253,-12,G,65.96 Hz,3.10 Hz,0,362,152
Mon.May.02.2022 14:33:40.500,13,-2.26343,MCU is reading properly,253,-12,G,46.47 Hz,3.10 Hz,0,362,152
Mon.May.02.2022 14:33:40.504,13,-2.28311,MCU is reading properly,253,-12,G,48.22 Hz,3.10 Hz,0,362,152
Mon.May.02.2022 14:33:40.511,13,-2.30281,MCU is reading properly,253,-12,G,68.64 Hz,3.10 Hz,0,362,153
Mon.May.02.2022 14:33:40.514,13,-2.30281,MCU is reading properly,253,-12,G,64.99 Hz,3.10 Hz,0,362,153
Mon.May.02.2022 14:33:40.517,13,-2.32246,MCU is reading properly,253,-12,G,65.61 Hz,3.10 Hz,0,362,153
Mon.May.02.2022 14:33:40.524,13,-2.342,MCU is reading properly,253,-12,G,65.51 Hz,3.10 Hz,0,362,154
Mon.May.02.2022 14:33:40.529,13,-2.3614,MCU is reading properly,253,-12,G,65.53 Hz,3.10 Hz,0,362,154
Mon.May.02.2022 14:33:40.535,13,-2.38058,MCU is reading properly,253,-12,G,65.52 Hz,3.10 Hz,0,362,155
Mon.May.02.2022 14:33:40.540,13,-2.39941,MCU is reading properly,253,-12,G,65.52 Hz,3.10 Hz,0,362,155
Mon.May.02.2022 14:33:40.646,13,-2.41804,MCU is reading properly,253,-12,G,65.52 Hz,3.10 Hz,0,409,156
Mon.May.02.2022 14:33:40.650,13,-2.4363,MCU is reading properly,253,-12,G,47.21 Hz,3.10 Hz,0,409,156
Mon.May.02.2022 14:33:40.654,13,-2.45415,MCU is reading properly,253,-12,G,48.90 Hz,3.10 Hz,0,409,156
Mon.May.02.2022 14:33:40.664,13,-2.45415,MCU is reading properly,253,-12,G,48.74 Hz,3.10 Hz,0,409,157
Mon.May.02.2022 14:33:40.668,13,-2.47148,MCU is reading properly,253,-12,G,48.76 Hz,3.10 Hz,0,409,157
Mon.May.02.2022 14:33:40.674,13,-2.48835,MCU is reading properly,253,-12,G,70.27 Hz,3.10 Hz,0,409,158
Mon.May.02.2022 14:33:40.678,13,-2.48835,MCU is reading properly,253,-12,G,66.26 Hz,3.10 Hz,0,409,158
Mon.May.02.2022 14:33:40.684,13,-2.50465,MCU is reading properly,253,-12,G,66.97 Hz,3.10 Hz,0,409,159
Mon.May.02.2022 14:33:40.688,13,-2.5202,MCU is reading properly,253,-12,G,66.85 Hz,3.10 Hz,0,409,159
Mon.May.02.2022 14:33:40.695,13,-2.53517,MCU is reading properly,253,-12,G,66.87 Hz,3.10 Hz,0,409,160
Mon.May.02.2022 14:33:40.698,13,-2.54946,MCU is reading properly,253,-12,G,66.86 Hz,3.10 Hz,0,409,160
Mon.May.02.2022 14:33:40.701,13,-2.56268,MCU is reading properly,253,-12,G,66.86 Hz,3.10 Hz,0,409,160
Mon.May.02.2022 14:33:40.805,13,-2.57512,MCU is reading properly,253,-12,G,66.86 Hz,3.10 Hz,0,362,161
Mon.May.02.2022 14:33:40.809,13,-2.58677,MCU is reading properly,253,-12,G,46.91 Hz,3.10 Hz,0,362,161
