DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,read_queue_size,graph(0)->data.size()
Mon.May.02.2022 14:37:20.761,13,3.81418,MCU is reading properly,253,-12,G,65.82 Hz,3.97 Hz,0,401,122
Mon.May.02.2022 14:37:20.777,13,3.81418,MCU is reading properly,253,-12,G,47.01 Hz,3.97 Hz,0,401,123
Mon.May.02.2022 14:37:20.777,13,3.82456,MCU is reading properly,253,-12,G,48.73 Hz,3.97 Hz,0,401,124
Mon.May.02.2022 14:37:20.777,13,3.83373,MCU is reading properly,253,-12,G,48.57 Hz,3.97 Hz,0,401,124
Mon.May.02.2022 14:37:20.792,13,3.84163,MCU is reading properly,253,-12,G,48.58 Hz,3.97 Hz,0,401,125
Mon.May.02.2022 14:37:20.796,13,3.84821,MCU is reading properly,253,-12,G,48.58 Hz,3.97 Hz,0,401,125
Mon.May.02.2022 14:37:20.796,13,3.85348,MCU is reading properly,253,-12,G,68.95 Hz,3.97 Hz,0,401,125
Mon.May.02.2022 14:37:20.796,13,3.85743,MCU is reading properly,253,-12,G,65.28 Hz,3.97 Hz,0,401,125
Mon.May.02.2022 14:37:20.796,13,3.86006,MCU is reading properly,253,-12,G,65.91 Hz,3.97 Hz,0,401,125
Mon.May.02.2022 14:37:20.812,13,3.86134,MCU is reading properly,253,-12,G,65.80 Hz,3.97 Hz,0,401,126
Mon.May.02.2022 14:37:20.812,13,3.86129,MCU is reading properly,253,-12,G,65.82 Hz,3.97 Hz,0,401,126
Mon.May.02.2022 14:37:20.896,13,3.85991,MCU is reading properly,253,-12,G,65.82 Hz,3.97 Hz,0,362,127
Mon.May.02.2022 14:37:20.896,13,3.85991,MCU is reading properly,253,-12,G,46.74 Hz,3.97 Hz,0,362,127
Mon.May.02.2022 14:37:20.896,13,3.85718,MCU is reading properly,253,-12,G,48.47 Hz,3.97 Hz,0,362,127
Mon.May.02.2022 14:37:20.896,13,3.85312,MCU is reading properly,253,-12,G,48.31 Hz,3.97 Hz,0,362,127
Mon.May.02.2022 14:37:20.912,13,3.84773,MCU is reading properly,253,-12,G,70.36 Hz,3.97 Hz,0,362,128
Mon.May.02.2022 14:37:20.912,13,3.84102,MCU is reading properly,253,-12,G,66.25 Hz,3.97 Hz,0,362,128
Mon.May.02.2022 14:37:20.912,13,3.83309,MCU is reading properly,253,-12,G,66.98 Hz,3.97 Hz,0,362,128
Mon.May.02.2022 14:37:20.912,13,3.82401,MCU is reading properly,253,-12,G,66.84 Hz,3.97 Hz,0,362,128
Mon.May.02.2022 14:37:20.928,13,3.8137,MCU is reading properly,253,-12,G,66.87 Hz,3.97 Hz,0,362,129
Mon.May.02.2022 14:37:20.928,13,3.80217,MCU is reading properly,253,-12,G,66.86 Hz,3.97 Hz,0,362,129
Mon.May.02.2022 14:37:21.060,13,3.80217,MCU is reading properly,253,-12,G,66.86 Hz,3.97 Hz,0,370,130
Mon.May.02.2022 14:37:21.060,13,3.78944,MCU is reading properly,253,-12,G,46.83 Hz,3.97 Hz,0,370,130
Mon.May.02.2022 14:37:21.060,13,3.77553,MCU is reading properly,253,-12,G,48.65 Hz,3.97 Hz,0,370,130
Mon.May.02.2022 14:37:21.060,13,3.77553,MCU is reading properly,253,-12,G,48.48 Hz,3.97 Hz,0,370,130
Mon.May.02.2022 14:37:21.076,13,3.76051,MCU is reading properly,253,-12,G,48.50 Hz,3.97 Hz,0,370,131
Mon.May.02.2022 14:37:21.076,13,3.74429,MCU is reading properly,253,-12,G,68.77 Hz,3.97 Hz,0,370,131
Mon.May.02.2022 14:37:21.076,13,3.72695,MCU is reading properly,253,-12,G,65.14 Hz,3.97 Hz,0,370,131
Mon.May.02.2022 14:37:21.076,13,3.70852,MCU is reading properly,253,-12,G,65.76 Hz,3.97 Hz,0,370,131
Mon.May.02.2022 14:37:21.076,13,3.68901,MCU is reading properly,253,-12,G,65.65 Hz,3.97 Hz,0,370,131
Mon.May.02.2022 14:37:21.097,13,3.66838,MCU is reading properly,253,-12,G,65.67 Hz,3.97 Hz,0,370,132
Mon.May.02.2022 14:37:21.097,13,3.64681,MCU is reading properly,253,-12,G,65.67 Hz,3.97 Hz,0,370,132
Mon.May.02.2022 14:37:21.213,13,3.62424,MCU is reading properly,253,-12,G,65.67 Hz,3.97 Hz,0,401,133
Mon.May.02.2022 14:37:21.213,13,3.60063,MCU is reading properly,253,-12,G,47.02 Hz,3.97 Hz,0,401,133
Mon.May.02.2022 14:37:21.213,13,3.5761,MCU is reading properly,253,-12,G,48.73 Hz,3.97 Hz,0,401,133
Mon.May.02.2022 14:37:21.213,13,3.5761,MCU is reading properly,253,-12,G,48.57 Hz,3.97 Hz,0,401,133
Mon.May.02.2022 14:37:21.229,13,3.55066,MCU is reading properly,253,-12,G,48.58 Hz,3.97 Hz,0,401,134
Mon.May.02.2022 14:37:21.229,13,3.52436,MCU is reading properly,253,-12,G,69.52 Hz,3.97 Hz,0,401,134
Mon.May.02.2022 14:37:21.229,13,3.49714,MCU is reading properly,253,-12,G,65.70 Hz,3.97 Hz,0,401,134
Mon.May.02.2022 14:37:21.229,13,3.46922,MCU is reading properly,253,-12,G,66.36 Hz,3.97 Hz,0,401,134
Mon.May.02.2022 14:37:21.244,13,3.44045,MCU is reading properly,253,-12,G,66.24 Hz,3.97 Hz,0,401,135
Mon.May.02.2022 14:37:21.244,13,3.41105,MCU is reading properly,253,-12,G,66.27 Hz,3.97 Hz,0,401,135
Mon.May.02.2022 14:37:21.244,13,3.38088,MCU is reading properly,253,-12,G,66.26 Hz,3.97 Hz,0,401,135
Mon.May.02.2022 14:37:21.376,13,3.35016,MCU is reading properly,253,-12,G,66.26 Hz,3.97 Hz,0,370,136
Mon.May.02.2022 14:37:21.376,13,3.35016,MCU is reading properly,253,-12,G,46.36 Hz,3.97 Hz,0,370,136
Mon.May.02.2022 14:37:21.376,13,3.31885,MCU is reading properly,253,-12,G,48.13 Hz,3.97 Hz,0,370,136
Mon.May.02.2022 14:37:21.376,13,3.28698,MCU is reading properly,253,-12,G,47.97 Hz,3.97 Hz,0,370,136
Mon.May.02.2022 14:37:21.376,13,3.28698,MCU is reading properly,253,-12,G,69.25 Hz,3.97 Hz,0,370,136
Mon.May.02.2022 14:37:21.391,13,3.2546,MCU is reading properly,253,-12,G,65.40 Hz,3.97 Hz,0,370,137
Mon.May.02.2022 14:37:21.398,13,3.22176,MCU is reading properly,253,-12,G,66.06 Hz,3.97 Hz,0,370,137
Mon.May.02.2022 14:37:21.398,13,3.18849,MCU is reading properly,253,-12,G,65.95 Hz,3.97 Hz,0,370,137
Mon.May.02.2022 14:37:21.398,13,3.15474,MCU is reading properly,253,-12,G,65.97 Hz,3.97 Hz,0,370,137
Mon.May.02.2022 14:37:21.398,13,3.12066,MCU is reading properly,253,-12,G,65.96 Hz,3.97 Hz,0,370,137
Mon.May.02.2022 14:37:21.413,13,3.08629,MCU is reading properly,253,-12,G,65.96 Hz,3.97 Hz,0,370,138
Mon.May.02.2022 14:37:21.529,13,3.05167,MCU is reading properly,253,-12,G,65.96 Hz,3.43 Hz,0,401,139
Mon.May.02.2022 14:37:21.529,13,3.01696,MCU is reading properly,253,-12,G,46.99 Hz,3.43 Hz,0,401,139
Mon.May.02.2022 14:37:21.529,13,2.98209,MCU is reading properly,253,-12,G,48.73 Hz,3.43 Hz,0,401,139
Mon.May.02.2022 14:37:21.529,13,2.94702,MCU is reading properly,253,-12,G,48.57 Hz,3.43 Hz,0,401,139
Mon.May.02.2022 14:37:21.545,13,2.94702,MCU is reading properly,253,-12,G,68.76 Hz,3.43 Hz,0,401,139
Mon.May.02.2022 14:37:21.545,13,2.91199,MCU is reading properly,253,-12,G,65.14 Hz,3.43 Hz,0,401,140
Mon.May.02.2022 14:37:21.545,13,2.87684,MCU is reading properly,253,-12,G,65.76 Hz,3.43 Hz,0,401,140
Mon.May.02.2022 14:37:21.545,13,2.84172,MCU is reading properly,253,-12,G,65.65 Hz,3.43 Hz,0,401,140
Mon.May.02.2022 14:37:21.560,13,2.80678,MCU is reading properly,253,-12,G,65.67 Hz,3.43 Hz,0,401,141
Mon.May.02.2022 14:37:21.560,13,2.77187,MCU is reading properly,253,-12,G,65.67 Hz,3.43 Hz,0,401,141
Mon.May.02.2022 14:37:21.560,13,2.73712,MCU is reading properly,253,-12,G,65.67 Hz,3.43 Hz,0,401,141
Mon.May.02.2022 14:37:21.676,13,2.70268,MCU is reading properly,253,-12,G,65.67 Hz,3.43 Hz,0,370,142
Mon.May.02.2022 14:37:21.681,13,2.66841,MCU is reading properly,253,-12,G,47.47 Hz,3.43 Hz,0,370,142
Mon.May.02.2022 14:37:21.681,13,2.66841,MCU is reading properly,253,-12,G,49.17 Hz,3.43 Hz,0,370,142
Mon.May.02.2022 14:37:21.681,13,2.63443,MCU is reading properly,253,-12,G,49.00 Hz,3.43 Hz,0,370,142
Mon.May.02.2022 14:37:21.681,13,2.6008,MCU is reading properly,253,-12,G,71.83 Hz,3.43 Hz,0,370,142
Mon.May.02.2022 14:37:21.681,13,2.6008,MCU is reading properly,253,-12,G,67.41 Hz,3.43 Hz,0,370,142
Mon.May.02.2022 14:37:21.698,13,2.56785,MCU is reading properly,253,-12,G,68.22 Hz,3.43 Hz,0,370,143
Mon.May.02.2022 14:37:21.698,13,2.53504,MCU is reading properly,253,-12,G,68.07 Hz,3.43 Hz,0,370,143
