DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),mV,Comments
Mon.May.02.2022 12:27:14.149,  <map>:	 a:1
Mon.May.02.2022 12:27:14.149,  <map>:	 b:2
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,Register Bank
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,  <int>:	 13
Mon.May.02.2022 12:27:14.149,  <float>:	 -2.33248
Mon.May.02.2022 12:27:14.149,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.149,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.149,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.149,  <char>:	 G
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,Array of Integers
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,  <int>:	 99
Mon.May.02.2022 12:27:14.149,  <int>:	 2
Mon.May.02.2022 12:27:14.149,  <int>:	 3
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,Map <QString, int>
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,  <map>:	 a:1
Mon.May.02.2022 12:27:14.149,  <map>:	 b:2
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,Register Bank
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,  <int>:	 13
Mon.May.02.2022 12:27:14.149,  <float>:	 -2.31243
Mon.May.02.2022 12:27:14.149,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.149,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.149,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.149,  <char>:	 G
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,Array of Integers
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,  <int>:	 99
Mon.May.02.2022 12:27:14.149,  <int>:	 2
Mon.May.02.2022 12:27:14.149,  <int>:	 3
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.149,
Mon.May.02.2022 12:27:14.149,---------------------
Mon.May.02.2022 12:27:14.164,Map <QString, int>
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,  <map>:	 a:1
Mon.May.02.2022 12:27:14.164,  <map>:	 b:2
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,Register Bank
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,  <int>:	 13
Mon.May.02.2022 12:27:14.164,  <float>:	 -2.29367
Mon.May.02.2022 12:27:14.164,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.164,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.164,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.164,  <char>:	 G
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,Array of Integers
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,  <int>:	 99
Mon.May.02.2022 12:27:14.164,  <int>:	 2
Mon.May.02.2022 12:27:14.164,  <int>:	 3
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,Map <QString, int>
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,  <map>:	 a:1
Mon.May.02.2022 12:27:14.164,  <map>:	 b:2
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,Register Bank
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,  <int>:	 13
Mon.May.02.2022 12:27:14.164,  <float>:	 -2.27623
Mon.May.02.2022 12:27:14.164,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.164,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.164,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.164,  <char>:	 G
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,Array of Integers
Mon.May.02.2022 12:27:14.164,---------------------
Mon.May.02.2022 12:27:14.164,  <int>:	 99
Mon.May.02.2022 12:27:14.164,  <int>:	 2
Mon.May.02.2022 12:27:14.164,  <int>:	 3
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,Map <QString, int>
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,  <map>:	 a:1
Mon.May.02.2022 12:27:14.180,  <map>:	 b:2
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,Register Bank
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,  <int>:	 13
Mon.May.02.2022 12:27:14.180,  <float>:	 -2.26031
Mon.May.02.2022 12:27:14.180,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.180,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.180,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.180,  <char>:	 G
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,Array of Integers
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,  <int>:	 99
Mon.May.02.2022 12:27:14.180,  <int>:	 2
Mon.May.02.2022 12:27:14.180,  <int>:	 3
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,Map <QString, int>
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,  <map>:	 a:1
Mon.May.02.2022 12:27:14.180,  <map>:	 b:2
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,Register Bank
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,  <int>:	 13
Mon.May.02.2022 12:27:14.180,  <float>:	 -2.24573
Mon.May.02.2022 12:27:14.180,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.180,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.180,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.180,  <char>:	 G
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,Array of Integers
Mon.May.02.2022 12:27:14.180,---------------------
Mon.May.02.2022 12:27:14.180,  <int>:	 99
Mon.May.02.2022 12:27:14.180,  <int>:	 2
Mon.May.02.2022 12:27:14.196,  <int>:	 3
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,Map <QString, int>
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,  <map>:	 a:1
Mon.May.02.2022 12:27:14.196,  <map>:	 b:2
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,Register Bank
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,  <int>:	 13
Mon.May.02.2022 12:27:14.196,  <float>:	 -2.23271
Mon.May.02.2022 12:27:14.196,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.196,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.196,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.196,  <char>:	 G
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,Array of Integers
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,  <int>:	 99
Mon.May.02.2022 12:27:14.196,  <int>:	 2
Mon.May.02.2022 12:27:14.196,  <int>:	 3
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,Map <QString, int>
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,  <map>:	 a:1
Mon.May.02.2022 12:27:14.196,  <map>:	 b:2
Mon.May.02.2022 12:27:14.196,---------------------
Mon.May.02.2022 12:27:14.196,
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,Register Bank
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,  <int>:	 13
Mon.May.02.2022 12:27:14.211,  <float>:	 -2.22122
Mon.May.02.2022 12:27:14.211,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.211,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.211,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.211,  <char>:	 G
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,Array of Integers
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,  <int>:	 99
Mon.May.02.2022 12:27:14.211,  <int>:	 2
Mon.May.02.2022 12:27:14.211,  <int>:	 3
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,Map <QString, int>
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,  <map>:	 a:1
Mon.May.02.2022 12:27:14.211,  <map>:	 b:2
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,Register Bank
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,  <int>:	 13
Mon.May.02.2022 12:27:14.211,  <float>:	 -2.21132
Mon.May.02.2022 12:27:14.211,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.211,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.211,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.211,  <char>:	 G
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,Array of Integers
Mon.May.02.2022 12:27:14.211,---------------------
Mon.May.02.2022 12:27:14.211,  <int>:	 99
Mon.May.02.2022 12:27:14.211,  <int>:	 2
Mon.May.02.2022 12:27:14.227,  <int>:	 3
Mon.May.02.2022 12:27:14.227,---------------------
Mon.May.02.2022 12:27:14.227,
Mon.May.02.2022 12:27:14.227,---------------------
Mon.May.02.2022 12:27:14.227,Map <QString, int>
Mon.May.02.2022 12:27:14.227,---------------------
Mon.May.02.2022 12:27:14.227,  <map>:	 a:1
Mon.May.02.2022 12:27:14.227,  <map>:	 b:2
Mon.May.02.2022 12:27:14.227,---------------------
Mon.May.02.2022 12:27:14.227,
Mon.May.02.2022 12:27:14.227,---------------------
Mon.May.02.2022 12:27:14.227,Register Bank
Mon.May.02.2022 12:27:14.227,---------------------
Mon.May.02.2022 12:27:14.227,  <int>:	 13
Mon.May.02.2022 12:27:14.227,  <float>:	 -2.21132
Mon.May.02.2022 12:27:14.227,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.227,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.227,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.227,  <char>:	 G
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Array of Integers
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <int>:	 99
Mon.May.02.2022 12:27:14.233,  <int>:	 2
Mon.May.02.2022 12:27:14.233,  <int>:	 3
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Map <QString, int>
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <map>:	 a:1
Mon.May.02.2022 12:27:14.233,  <map>:	 b:2
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Register Bank
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <int>:	 13
Mon.May.02.2022 12:27:14.233,  <float>:	 -2.20305
Mon.May.02.2022 12:27:14.233,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.233,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.233,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.233,  <char>:	 G
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Array of Integers
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <int>:	 99
Mon.May.02.2022 12:27:14.233,  <int>:	 2
Mon.May.02.2022 12:27:14.233,  <int>:	 3
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Map <QString, int>
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <map>:	 a:1
Mon.May.02.2022 12:27:14.233,  <map>:	 b:2
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Register Bank
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <int>:	 13
Mon.May.02.2022 12:27:14.233,  <float>:	 -2.19641
Mon.May.02.2022 12:27:14.233,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.233,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.233,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.233,  <char>:	 G
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,Array of Integers
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,  <int>:	 99
Mon.May.02.2022 12:27:14.233,  <int>:	 2
Mon.May.02.2022 12:27:14.233,  <int>:	 3
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.233,
Mon.May.02.2022 12:27:14.233,---------------------
Mon.May.02.2022 12:27:14.249,Map <QString, int>
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <map>:	 a:1
Mon.May.02.2022 12:27:14.249,  <map>:	 b:2
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,Register Bank
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <int>:	 13
Mon.May.02.2022 12:27:14.249,  <float>:	 -2.19143
Mon.May.02.2022 12:27:14.249,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.249,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.249,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.249,  <char>:	 G
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,Array of Integers
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <int>:	 99
Mon.May.02.2022 12:27:14.249,  <int>:	 2
Mon.May.02.2022 12:27:14.249,  <int>:	 3
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,Map <QString, int>
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <map>:	 a:1
Mon.May.02.2022 12:27:14.249,  <map>:	 b:2
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,Register Bank
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <int>:	 13
Mon.May.02.2022 12:27:14.249,  <float>:	 -2.18814
Mon.May.02.2022 12:27:14.249,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.249,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.249,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.249,  <char>:	 G
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,Array of Integers
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <int>:	 99
Mon.May.02.2022 12:27:14.249,  <int>:	 2
Mon.May.02.2022 12:27:14.249,  <int>:	 3
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,Map <QString, int>
Mon.May.02.2022 12:27:14.249,---------------------
Mon.May.02.2022 12:27:14.249,  <map>:	 a:1
Mon.May.02.2022 12:27:14.265,  <map>:	 b:2
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,Register Bank
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,  <int>:	 13
Mon.May.02.2022 12:27:14.265,  <float>:	 -2.18814
Mon.May.02.2022 12:27:14.265,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.265,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.265,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.265,  <char>:	 G
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,Array of Integers
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,  <int>:	 99
Mon.May.02.2022 12:27:14.265,  <int>:	 2
Mon.May.02.2022 12:27:14.265,  <int>:	 3
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,Map <QString, int>
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,  <map>:	 a:1
Mon.May.02.2022 12:27:14.265,  <map>:	 b:2
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,Register Bank
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,  <int>:	 13
Mon.May.02.2022 12:27:14.265,  <float>:	 -2.18656
Mon.May.02.2022 12:27:14.265,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.265,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.265,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.265,  <char>:	 G
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,Array of Integers
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,  <int>:	 99
Mon.May.02.2022 12:27:14.265,  <int>:	 2
Mon.May.02.2022 12:27:14.265,  <int>:	 3
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,Map <QString, int>
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,  <map>:	 a:1
Mon.May.02.2022 12:27:14.265,  <map>:	 b:2
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.265,
Mon.May.02.2022 12:27:14.265,---------------------
Mon.May.02.2022 12:27:14.280,Register Bank
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,  <int>:	 13
Mon.May.02.2022 12:27:14.280,  <float>:	 -2.18672
Mon.May.02.2022 12:27:14.280,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:14.280,  <uint8_t>:	 253
Mon.May.02.2022 12:27:14.280,  <int8_t>:	 -12
Mon.May.02.2022 12:27:14.280,  <char>:	 G
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,Array of Integers
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,  <int>:	 99
Mon.May.02.2022 12:27:14.280,  <int>:	 2
Mon.May.02.2022 12:27:14.280,  <int>:	 3
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,Map <QString, int>
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,  <map>:	 a:1
Mon.May.02.2022 12:27:14.280,  <map>:	 b:2
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,Register Bank
Mon.May.02.2022 12:27:14.280,---------------------
Mon.May.02.2022 12:27:14.280,  <int>:	 13
Mon.May.02.2022 12:27:14.280,  <float>:	 -2.18869
