DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),mV,Comments
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,Register Bank
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,  <int>:	 13
Mon.May.02.2022 12:27:28.688,  <float>:	 4.46012
Mon.May.02.2022 12:27:28.688,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:28.688,  <uint8_t>:	 253
Mon.May.02.2022 12:27:28.688,  <int8_t>:	 -12
Mon.May.02.2022 12:27:28.688,  <char>:	 G
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,Array of Integers
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,  <int>:	 99
Mon.May.02.2022 12:27:28.688,  <int>:	 2
Mon.May.02.2022 12:27:28.688,  <int>:	 3
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,Map <QString, int>
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,  <map>:	 a:1
Mon.May.02.2022 12:27:28.688,  <map>:	 b:2
Mon.May.02.2022 12:27:28.688,---------------------
Mon.May.02.2022 12:27:28.688,
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,Register Bank
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,  <int>:	 13
Mon.May.02.2022 12:27:28.703,  <float>:	 4.52011
Mon.May.02.2022 12:27:28.703,  <std::string>:	 MCU is reading properly
Mon.May.02.2022 12:27:28.703,  <uint8_t>:	 253
Mon.May.02.2022 12:27:28.703,  <int8_t>:	 -12
Mon.May.02.2022 12:27:28.703,  <char>:	 G
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,Array of Integers
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,  <int>:	 99
Mon.May.02.2022 12:27:28.703,  <int>:	 2
Mon.May.02.2022 12:27:28.703,  <int>:	 3
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,
Mon.May.02.2022 12:27:28.703,---------------------
Mon.May.02.2022 12:27:28.703,Map <QString, int>
